Date,Market Cap,Volume,Open,Close,
08/01/20,0.00000000000000,1426169.00,0.0000000009720,0.0000000009720,
08/02/20,0.00000000000000,1426169.00,0.0000000009720,0.0000000005170,
08/03/20,0.00000000000000,177321.00,0.0000000005170,0.0000000001470,
08/04/20,0.00000000000000,58978.00,0.0000000001470,0.0000000001640,
08/05/20,0.00000000000000,18923.98,0.0000000001640,0.0000000003160,
08/06/20,0.00000000000000,37385.00,0.0000000003160,0.0000000002330,
08/07/20,0.00000000000000,7544.53,0.0000000002330,0.0000000002320,
08/08/20,0.00000000000000,15823.50,0.0000000002320,0.0000000002660,
08/09/20,0.00000000000000,13647.47,0.0000000002660,0.0000000002330,
08/10/20,0.00000000000000,4717.77,0.0000000002330,0.0000000001840,
08/11/20,0.00000000000000,5607.36,0.0000000001840,0.0000000001700,
08/12/20,0.00000000000000,20.54,0.0000000000600,0.0000000000600,
08/12/20,0.00000000000000,2837.60,0.0000000001700,0.0000000001500,
08/13/20,0.00000000000000,1728.23,0.0000000001500,0.0000000001540,
08/14/20,0.00000000000000,1890.90,0.0000000001540,0.0000000001850,
08/15/20,0.00000000000000,3519.76,0.0000000001850,0.0000000001730,
08/16/20,0.00000000000000,1486.52,0.0000000001730,0.0000000001720,
08/17/20,0.00000000000000,503.51,0.0000000001720,0.0000000001670,
08/18/20,0.00000000000000,545.78,0.0000000001670,0.0000000001610,
08/19/20,0.00000000000000,154.37,0.0000000001610,0.0000000001760,
08/20/20,0.00000000000000,3861.52,0.0000000001760,0.0000000002010,
08/21/20,0.00000000000000,2201.98,0.0000000002010,0.0000000001180,
08/22/20,0.00000000000000,3923.24,0.0000000001180,0.0000000001170,
08/23/20,0.00000000000000,8422.31,0.0000000001170,0.0000000001130,
08/24/20,0.00000000000000,774.39,0.0000000001130,0.0000000001170,
08/25/20,0.00000000000000,31.88,0.0000000001170,0.0000000001060,
08/26/20,0.00000000000000,368.19,0.0000000001060,0.0000000001010,
08/27/20,0.00000000000000,576.22,0.0000000001010,0.0000000000820,
08/28/20,0.00000000000000,2202.31,0.0000000000820,0.0000000001230,
08/29/20,0.00000000000000,8720.87,0.0000000001230,0.0000000001340,
08/30/20,0.00000000000000,4602.64,0.0000000001340,0.0000000002480,
08/31/20,0.00000000000000,42878.00,0.0000000002480,0.0000000003030,
09/01/20,0.00000000000000,7112.15,0.0000000003030,0.0000000002850,
09/02/20,0.00000000000000,14509.02,0.0000000002850,0.0000000004670,
09/03/20,0.00000000000000,80410.00,0.0000000004670,0.0000000005430,
09/04/20,0.00000000000000,81071.00,0.0000000005430,0.0000000003730,
09/05/20,0.00000000000000,30176.00,0.0000000003730,0.0000000001530,
09/06/20,0.00000000000000,7784.58,0.0000000001530,0.0000000001420,
09/07/20,0.00000000000000,14938.22,0.0000000001420,0.0000000001240,
09/08/20,0.00000000000000,6019.69,0.0000000001240,0.0000000001320,
09/09/20,0.00000000000000,4121.16,0.0000000001320,0.0000000001030,
09/10/20,0.00000000000000,2559.15,0.0000000001030,0.0000000001150,
09/11/20,0.00000000000000,671.91,0.0000000001150,0.0000000001150,
09/12/20,0.00000000000000,20.54,0.0000000000600,0.0000000000570,
09/12/20,0.00000000000000,77.84,0.0000000001150,0.0000000001110,
09/13/20,0.00000000000000,702.00,0.0000000001110,0.0000000001080,
09/14/20,0.00000000000000,693.45,0.0000000001080,0.0000000001020,
09/15/20,0.00000000000000,848.14,0.0000000001020,0.0000000001010,
09/16/20,0.00000000000000,434.23,0.0000000001010,0.0000000001000,
09/17/20,0.00000000000000,100.29,0.0000000001000,0.0000000001230,
09/18/20,0.00000000000000,1402.43,0.0000000001230,0.0000000001190,
09/19/20,0.00000000000000,290.01,0.0000000001190,0.0000000001670,
09/20/20,0.00000000000000,4163.88,0.0000000001670,0.0000000001320,
09/21/20,0.00000000000000,2584.73,0.0000000001320,0.0000000001230,
09/22/20,0.00000000000000,1794.10,0.0000000001230,0.0000000001180,
09/23/20,0.00000000000000,463.42,0.0000000001180,0.0000000001070,
09/24/20,0.00000000000000,491.14,0.0000000001070,0.0000000001170,
09/25/20,0.00000000000000,174.91,0.0000000001170,0.0000000001180,
09/26/20,0.00000000000000,209.76,0.0000000001180,0.0000000001200,
09/27/20,0.00000000000000,250.52,0.0000000001200,0.0000000001460,
09/28/20,0.00000000000000,2555.20,0.0000000001460,0.0000000001420,
09/29/20,0.00000000000000,633.27,0.0000000001420,0.0000000001370,
09/30/20,0.00000000000000,247.35,0.0000000001370,0.0000000001320,
10/01/20,0.00000000000000,503.64,0.0000000001320,0.0000000001260,
10/02/20,0.00000000000000,301.16,0.0000000001260,0.0000000002070,
10/03/20,0.00000000000000,12009.73,0.0000000002070,0.0000000001250,
10/04/20,0.00000000000000,6997.60,0.0000000001250,0.0000000001260,
10/05/20,0.00000000000000,10549.35,0.0000000001260,0.0000000001180,
10/06/20,0.00000000000000,2491.97,0.0000000001180,0.0000000001130,
10/07/20,0.00000000000000,3949.07,0.0000000001130,0.0000000000990,
10/08/20,0.00000000000000,5192.55,0.0000000000990,0.0000000001080,
10/09/20,0.00000000000000,763.99,0.0000000001080,0.0000000001010,
10/10/20,0.00000000000000,1272.39,0.0000000001010,0.0000000001030,
10/11/20,0.00000000000000,302.92,0.0000000001030,0.0000000001030,
10/12/20,0.00000000000000,10.30,0.0000000001030,0.0000000001070,
10/13/20,0.00000000000000,110.00,0.0000000001070,0.0000000001030,
10/14/20,0.00000000000000,1160.17,0.0000000001030,0.0000000001020,
10/15/20,0.00000000000000,52.77,0.0000000001020,0.0000000001020,
10/16/20,0.00000000000000,25.45,0.0000000001020,0.0000000000960,
10/17/20,0.00000000000000,176.89,0.0000000000960,0.0000000000970,
10/18/20,0.00000000000000,44.52,0.0000000000970,0.0000000000990,
10/19/20,0.00000000000000,3.75,0.0000000000990,0.0000000001000,
10/20/20,0.00000000000000,57.79,0.0000000001000,0.0000000001020,
10/21/20,0.00000000000000,525.63,0.0000000001020,0.0000000001030,
10/22/20,0.00000000000000,525.92,0.0000000001030,0.0000000001030,
